source,url,label
phishtank_topup,http://topup-phish-0.source-feed.example-malicious.net/login-verify?id=200000,1
phishtank_topup,http://topup-phish-1.source-feed.example-malicious.net/login-verify?id=200001,1
phishtank_topup,http://topup-phish-2.source-feed.example-malicious.net/login-verify?id=200002,1
phishtank_topup,http://topup-phish-3.source-feed.example-malicious.net/login-verify?id=200003,1
phishtank_topup,http://topup-phish-4.source-feed.example-malicious.net/login-verify?id=200004,1
phishtank_topup,http://topup-phish-5.source-feed.example-malicious.net/login-verify?id=200005,1
phishtank_topup,http://topup-phish-6.source-feed.example-malicious.net/login-verify?id=200006,1
phishtank_topup,http://topup-phish-7.source-feed.example-malicious.net/login-verify?id=200007,1
phishtank_topup,http://topup-phish-8.source-feed.example-malicious.net/login-verify?id=200008,1
phishtank_topup,http://topup-phish-9.source-feed.example-malicious.net/login-verify?id=200009,1
phishtank_topup,http://topup-phish-10.source-feed.example-malicious.net/login-verify?id=200010,1
phishtank_topup,http://topup-phish-11.source-feed.example-malicious.net/login-verify?id=200011,1
phishtank_topup,http://topup-phish-12.source-feed.example-malicious.net/login-verify?id=200012,1
phishtank_topup,http://topup-phish-13.source-feed.example-malicious.net/login-verify?id=200013,1
phishtank_topup,http://topup-phish-14.source-feed.example-malicious.net/login-verify?id=200014,1
phishtank_topup,http://topup-phish-15.source-feed.example-malicious.net/login-verify?id=200015,1
phishtank_topup,http://topup-phish-16.source-feed.example-malicious.net/login-verify?id=200016,1
phishtank_topup,http://topup-phish-17.source-feed.example-malicious.net/login-verify?id=200017,1
phishtank_topup,http://topup-phish-18.source-feed.example-malicious.net/login-verify?id=200018,1
phishtank_topup,http://topup-phish-19.source-feed.example-malicious.net/login-verify?id=200019,1
phishtank_topup,http://topup-phish-20.source-feed.example-malicious.net/login-verify?id=200020,1
phishtank_topup,http://topup-phish-21.source-feed.example-malicious.net/login-verify?id=200021,1
phishtank_topup,http://topup-phish-22.source-feed.example-malicious.net/login-verify?id=200022,1
phishtank_topup,http://topup-phish-23.source-feed.example-malicious.net/login-verify?id=200023,1
phishtank_topup,http://topup-phish-24.source-feed.example-malicious.net/login-verify?id=200024,1
phishtank_topup,http://topup-phish-25.source-feed.example-malicious.net/login-verify?id=200025,1
phishtank_topup,http://topup-phish-26.source-feed.example-malicious.net/login-verify?id=200026,1
phishtank_topup,http://topup-phish-27.source-feed.example-malicious.net/login-verify?id=200027,1
phishtank_topup,http://topup-phish-28.source-feed.example-malicious.net/login-verify?id=200028,1
phishtank_topup,http://topup-phish-29.source-feed.example-malicious.net/login-verify?id=200029,1
phishtank_topup,http://topup-phish-30.source-feed.example-malicious.net/login-verify?id=200030,1
phishtank_topup,http://topup-phish-31.source-feed.example-malicious.net/login-verify?id=200031,1
phishtank_topup,http://topup-phish-32.source-feed.example-malicious.net/login-verify?id=200032,1
phishtank_topup,http://topup-phish-33.source-feed.example-malicious.net/login-verify?id=200033,1
phishtank_topup,http://topup-phish-34.source-feed.example-malicious.net/login-verify?id=200034,1
phishtank_topup,http://topup-phish-35.source-feed.example-malicious.net/login-verify?id=200035,1
phishtank_topup,http://topup-phish-36.source-feed.example-malicious.net/login-verify?id=200036,1
phishtank_topup,http://topup-phish-37.source-feed.example-malicious.net/login-verify?id=200037,1
phishtank_topup,http://topup-phish-38.source-feed.example-malicious.net/login-verify?id=200038,1
phishtank_topup,http://topup-phish-39.source-feed.example-malicious.net/login-verify?id=200039,1
phishtank_topup,http://topup-phish-40.source-feed.example-malicious.net/login-verify?id=200040,1
phishtank_topup,http://topup-phish-41.source-feed.example-malicious.net/login-verify?id=200041,1
phishtank_topup,http://topup-phish-42.source-feed.example-malicious.net/login-verify?id=200042,1
phishtank_topup,http://topup-phish-43.source-feed.example-malicious.net/login-verify?id=200043,1
phishtank_topup,http://topup-phish-44.source-feed.example-malicious.net/login-verify?id=200044,1
phishtank_topup,http://topup-phish-45.source-feed.example-malicious.net/login-verify?id=200045,1
phishtank_topup,http://topup-phish-46.source-feed.example-malicious.net/login-verify?id=200046,1
phishtank_topup,http://topup-phish-47.source-feed.example-malicious.net/login-verify?id=200047,1
phishtank_topup,http://topup-phish-48.source-feed.example-malicious.net/login-verify?id=200048,1
phishtank_topup,http://topup-phish-49.source-feed.example-malicious.net/login-verify?id=200049,1
phishtank_topup,http://topup-phish-50.source-feed.example-malicious.net/login-verify?id=200050,1
phishtank_topup,http://topup-phish-51.source-feed.example-malicious.net/login-verify?id=200051,1
phishtank_topup,http://topup-phish-52.source-feed.example-malicious.net/login-verify?id=200052,1
phishtank_topup,http://topup-phish-53.source-feed.example-malicious.net/login-verify?id=200053,1
