source,url,label
phishtank,http://review-payment.example-check.org/account,1
phishtank,http://safe-auth.example-verify.co/password,1
phishtank,http://portal-security.example-update.net/signin,1
phishtank,http://banking-review.example-confirm.org/login,1
phishtank,http://passcode-confirm.example-shield.co/verify-account,1
phishtank,http://identity-check.example-guard.net/update,1
phishtank,http://login-warning.example-risk.org/password-reset,1
phishtank,http://auth-notice.example-checker.co/signin,1
phishtank,http://verify-session.example-loginhub.net/confirm,1
phishtank,http://secure-inbox.example-alertmail.org/account-check,1
phishtank,http://account-lock.example-urgent.co/verify,1
phishtank,http://bank-auth.example-clientsafe.net/login,1
phishtank,http://payment-hold.example-transaction.org/confirm,1
phishtank,http://profile-validation.example-securitydesk.co/signin,1
phishtank,http://support-case.example-identityhub.net/update-account,1
phishtank,http://gateway-verify.example-customer.org/password,1
phishtank,http://validation-center.example-protectmail.co/login,1
phishtank,http://secure-check.example-profile.net/confirm-user,1
phishtank,http://notification-auth.example-walletsafe.org/signin,1
phishtank,http://alert-login.example-trustdesk.co/account,1
