source,url,label
openphish_new,http://paypal-login-account-0.alert-check.com/login?id=500000&next=account,1
phishtank_new,http://paypal-login-account-1.alert-check.com/login/login-account,1
urlhaus_new,http://paypal-login-account-2.alert-check.com/login?session=900002&continue=login,1
openphish_new,http://microsoft-login-account-3.alert-check.com/login?id=500003&next=account,1
phishtank_new,http://microsoft-login-account-4.alert-check.com/login/login-account,1
urlhaus_new,http://microsoft-login-account-5.alert-check.com/login?session=900005&continue=login,1
openphish_new,http://apple-login-account-6.alert-check.com/login?id=500006&next=account,1
phishtank_new,http://apple-login-account-7.alert-check.com/login/login-account,1
urlhaus_new,http://apple-login-account-8.alert-check.com/login?session=900008&continue=login,1
openphish_new,http://amazon-login-account-9.alert-check.com/login?id=500009&next=account,1
phishtank_new,http://amazon-login-account-10.alert-check.com/login/login-account,1
urlhaus_new,http://amazon-login-account-11.alert-check.com/login?session=900011&continue=login,1
openphish_new,http://netflix-login-account-12.alert-check.com/login?id=500012&next=account,1
phishtank_new,http://netflix-login-account-13.alert-check.com/login/login-account,1
urlhaus_new,http://netflix-login-account-14.alert-check.com/login?session=900014&continue=login,1
openphish_new,http://bank-login-account-15.alert-check.com/login?id=500015&next=account,1
phishtank_new,http://bank-login-account-16.alert-check.com/login/login-account,1
urlhaus_new,http://bank-login-account-17.alert-check.com/login?session=900017&continue=login,1
openphish_new,http://wallet-login-account-18.alert-check.com/login?id=500018&next=account,1
phishtank_new,http://wallet-login-account-19.alert-check.com/login/login-account,1
urlhaus_new,http://wallet-login-account-20.alert-check.com/login?session=900020&continue=login,1
openphish_new,http://crypto-login-account-21.alert-check.com/login?id=500021&next=account,1
phishtank_new,http://crypto-login-account-22.alert-check.com/login/login-account,1
urlhaus_new,http://crypto-login-account-23.alert-check.com/login?session=900023&continue=login,1
openphish_new,http://office365-login-account-24.alert-check.com/login?id=500024&next=account,1
phishtank_new,http://office365-login-account-25.alert-check.com/login/login-account,1
urlhaus_new,http://office365-login-account-26.alert-check.com/login?session=900026&continue=login,1
openphish_new,http://gmail-login-account-27.alert-check.com/login?id=500027&next=account,1
phishtank_new,http://gmail-login-account-28.alert-check.com/login/login-account,1
urlhaus_new,http://gmail-login-account-29.alert-check.com/login?session=900029&continue=login,1
openphish_new,http://dropbox-login-account-30.alert-check.com/login?id=500030&next=account,1
phishtank_new,http://dropbox-login-account-31.alert-check.com/login/login-account,1
urlhaus_new,http://dropbox-login-account-32.alert-check.com/login?session=900032&continue=login,1
openphish_new,http://adobe-login-account-33.alert-check.com/login?id=500033&next=account,1
phishtank_new,http://adobe-login-account-34.alert-check.com/login/login-account,1
urlhaus_new,http://adobe-login-account-35.alert-check.com/login?session=900035&continue=login,1
openphish_new,http://paypal-verify-account-36.alert-check.com/login?id=500036&next=account,1
phishtank_new,http://paypal-verify-account-37.alert-check.com/login/verify-account,1
urlhaus_new,http://paypal-verify-account-38.alert-check.com/login?session=900038&continue=verify,1
openphish_new,http://microsoft-verify-account-39.alert-check.com/login?id=500039&next=account,1
phishtank_new,http://microsoft-verify-account-40.alert-check.com/login/verify-account,1
urlhaus_new,http://microsoft-verify-account-41.alert-check.com/login?session=900041&continue=verify,1
openphish_new,http://apple-verify-account-42.alert-check.com/login?id=500042&next=account,1
phishtank_new,http://apple-verify-account-43.alert-check.com/login/verify-account,1
urlhaus_new,http://apple-verify-account-44.alert-check.com/login?session=900044&continue=verify,1
openphish_new,http://amazon-verify-account-45.alert-check.com/login?id=500045&next=account,1
phishtank_new,http://amazon-verify-account-46.alert-check.com/login/verify-account,1
urlhaus_new,http://amazon-verify-account-47.alert-check.com/login?session=900047&continue=verify,1
openphish_new,http://netflix-verify-account-48.alert-check.com/login?id=500048&next=account,1
phishtank_new,http://netflix-verify-account-49.alert-check.com/login/verify-account,1
urlhaus_new,http://netflix-verify-account-50.alert-check.com/login?session=900050&continue=verify,1
openphish_new,http://bank-verify-account-51.alert-check.com/login?id=500051&next=account,1
phishtank_new,http://bank-verify-account-52.alert-check.com/login/verify-account,1
urlhaus_new,http://bank-verify-account-53.alert-check.com/login?session=900053&continue=verify,1
openphish_new,http://wallet-verify-account-54.alert-check.com/login?id=500054&next=account,1
phishtank_new,http://wallet-verify-account-55.alert-check.com/login/verify-account,1
urlhaus_new,http://wallet-verify-account-56.alert-check.com/login?session=900056&continue=verify,1
openphish_new,http://crypto-verify-account-57.alert-check.com/login?id=500057&next=account,1
phishtank_new,http://crypto-verify-account-58.alert-check.com/login/verify-account,1
urlhaus_new,http://crypto-verify-account-59.alert-check.com/login?session=900059&continue=verify,1
openphish_new,http://office365-verify-account-60.alert-check.com/login?id=500060&next=account,1
phishtank_new,http://office365-verify-account-61.alert-check.com/login/verify-account,1
urlhaus_new,http://office365-verify-account-62.alert-check.com/login?session=900062&continue=verify,1
openphish_new,http://gmail-verify-account-63.alert-check.com/login?id=500063&next=account,1
phishtank_new,http://gmail-verify-account-64.alert-check.com/login/verify-account,1
urlhaus_new,http://gmail-verify-account-65.alert-check.com/login?session=900065&continue=verify,1
openphish_new,http://dropbox-verify-account-66.alert-check.com/login?id=500066&next=account,1
phishtank_new,http://dropbox-verify-account-67.alert-check.com/login/verify-account,1
urlhaus_new,http://dropbox-verify-account-68.alert-check.com/login?session=900068&continue=verify,1
openphish_new,http://adobe-verify-account-69.alert-check.com/login?id=500069&next=account,1
phishtank_new,http://adobe-verify-account-70.alert-check.com/login/verify-account,1
urlhaus_new,http://adobe-verify-account-71.alert-check.com/login?session=900071&continue=verify,1
openphish_new,http://paypal-confirm-account-72.alert-check.com/login?id=500072&next=account,1
phishtank_new,http://paypal-confirm-account-73.alert-check.com/login/confirm-account,1
urlhaus_new,http://paypal-confirm-account-74.alert-check.com/login?session=900074&continue=confirm,1
openphish_new,http://microsoft-confirm-account-75.alert-check.com/login?id=500075&next=account,1
phishtank_new,http://microsoft-confirm-account-76.alert-check.com/login/confirm-account,1
urlhaus_new,http://microsoft-confirm-account-77.alert-check.com/login?session=900077&continue=confirm,1
openphish_new,http://apple-confirm-account-78.alert-check.com/login?id=500078&next=account,1
phishtank_new,http://apple-confirm-account-79.alert-check.com/login/confirm-account,1
urlhaus_new,http://apple-confirm-account-80.alert-check.com/login?session=900080&continue=confirm,1
openphish_new,http://amazon-confirm-account-81.alert-check.com/login?id=500081&next=account,1
phishtank_new,http://amazon-confirm-account-82.alert-check.com/login/confirm-account,1
urlhaus_new,http://amazon-confirm-account-83.alert-check.com/login?session=900083&continue=confirm,1
openphish_new,http://netflix-confirm-account-84.alert-check.com/login?id=500084&next=account,1
phishtank_new,http://netflix-confirm-account-85.alert-check.com/login/confirm-account,1
urlhaus_new,http://netflix-confirm-account-86.alert-check.com/login?session=900086&continue=confirm,1
openphish_new,http://bank-confirm-account-87.alert-check.com/login?id=500087&next=account,1
phishtank_new,http://bank-confirm-account-88.alert-check.com/login/confirm-account,1
urlhaus_new,http://bank-confirm-account-89.alert-check.com/login?session=900089&continue=confirm,1
openphish_new,http://wallet-confirm-account-90.alert-check.com/login?id=500090&next=account,1
phishtank_new,http://wallet-confirm-account-91.alert-check.com/login/confirm-account,1
urlhaus_new,http://wallet-confirm-account-92.alert-check.com/login?session=900092&continue=confirm,1
openphish_new,http://crypto-confirm-account-93.alert-check.com/login?id=500093&next=account,1
phishtank_new,http://crypto-confirm-account-94.alert-check.com/login/confirm-account,1
urlhaus_new,http://crypto-confirm-account-95.alert-check.com/login?session=900095&continue=confirm,1
openphish_new,http://office365-confirm-account-96.alert-check.com/login?id=500096&next=account,1
phishtank_new,http://office365-confirm-account-97.alert-check.com/login/confirm-account,1
urlhaus_new,http://office365-confirm-account-98.alert-check.com/login?session=900098&continue=confirm,1
openphish_new,http://gmail-confirm-account-99.alert-check.com/login?id=500099&next=account,1
phishtank_new,http://gmail-confirm-account-100.alert-check.com/login/confirm-account,1
urlhaus_new,http://gmail-confirm-account-101.alert-check.com/login?session=900101&continue=confirm,1
openphish_new,http://dropbox-confirm-account-102.alert-check.com/login?id=500102&next=account,1
phishtank_new,http://dropbox-confirm-account-103.alert-check.com/login/confirm-account,1
urlhaus_new,http://dropbox-confirm-account-104.alert-check.com/login?session=900104&continue=confirm,1
openphish_new,http://adobe-confirm-account-105.alert-check.com/login?id=500105&next=account,1
phishtank_new,http://adobe-confirm-account-106.alert-check.com/login/confirm-account,1
urlhaus_new,http://adobe-confirm-account-107.alert-check.com/login?session=900107&continue=confirm,1
openphish_new,http://paypal-update-account-108.alert-check.com/login?id=500108&next=account,1
phishtank_new,http://paypal-update-account-109.alert-check.com/login/update-account,1
urlhaus_new,http://paypal-update-account-110.alert-check.com/login?session=900110&continue=update,1
openphish_new,http://microsoft-update-account-111.alert-check.com/login?id=500111&next=account,1
phishtank_new,http://microsoft-update-account-112.alert-check.com/login/update-account,1
urlhaus_new,http://microsoft-update-account-113.alert-check.com/login?session=900113&continue=update,1
openphish_new,http://apple-update-account-114.alert-check.com/login?id=500114&next=account,1
phishtank_new,http://apple-update-account-115.alert-check.com/login/update-account,1
urlhaus_new,http://apple-update-account-116.alert-check.com/login?session=900116&continue=update,1
openphish_new,http://amazon-update-account-117.alert-check.com/login?id=500117&next=account,1
phishtank_new,http://amazon-update-account-118.alert-check.com/login/update-account,1
urlhaus_new,http://amazon-update-account-119.alert-check.com/login?session=900119&continue=update,1
openphish_new,http://netflix-update-account-120.alert-check.com/login?id=500120&next=account,1
phishtank_new,http://netflix-update-account-121.alert-check.com/login/update-account,1
urlhaus_new,http://netflix-update-account-122.alert-check.com/login?session=900122&continue=update,1
openphish_new,http://bank-update-account-123.alert-check.com/login?id=500123&next=account,1
phishtank_new,http://bank-update-account-124.alert-check.com/login/update-account,1
urlhaus_new,http://bank-update-account-125.alert-check.com/login?session=900125&continue=update,1
openphish_new,http://wallet-update-account-126.alert-check.com/login?id=500126&next=account,1
